id,value,created_at,updated_at
244505,1G?09VRA8.*uJ(fnxdX8l,2024-01-19 18:21:30,2024-01-19 18:21:30
244506,1RC]8[s7FkSd e,2024-01-19 18:22:00,2024-01-19 18:22:00
244507,1I}0(ry5y;D_@-+7wv,2024-01-19 18:23:30,2024-01-19 18:23:30
244508,1-H#TsB%&COB-\+,2024-01-19 18:24:00,2024-01-19 18:24:00
244509,1PsySzX:`<w>:W]\l,2024-01-19 18:24:30,2024-01-19 18:24:30
244510,1<jf5+ez}.GExu@Z,2024-01-19 18:25:30,2024-01-19 18:25:30
244511,1sm9iOkhI54B(ql,2024-01-19 18:26:30,2024-01-19 18:26:30
244512,19O?4@l:Ut~#g&H,2024-01-19 18:27:30,2024-01-19 18:27:30
244513,"1n,AMxS1!QDNY;",2024-01-19 18:28:30,2024-01-19 18:28:30
244514,"1+K""3]O{}qv$V",2024-01-19 18:29:00,2024-01-19 18:29:00
244515,1@td\hQ?:f@<(nA@U,2024-01-19 18:29:30,2024-01-19 18:29:30
244516,1tl9U&?xL-cL,2024-01-19 18:30:30,2024-01-19 18:30:30
244517,1m:|-@*;TD.&yviE#,2024-01-19 18:31:02,2024-01-19 18:31:02
244518,19QYWSqKHW6ax?d;,2024-01-19 18:32:45,2024-01-19 18:32:45
244519,1$J_-YW_qQ%%kQ2Nh[y#+vjKA,2024-01-19 18:32:51,2024-01-19 18:32:51
244520,"1#w,PP#kugX,%yXI#",2024-01-19 18:33:01,2024-01-19 18:33:01
244521,1PaHHDgFC}mw,2024-01-19 18:34:02,2024-01-19 18:34:02
244522,"1Ub$rN,F_1?8^:=:D",2024-01-19 18:36:01,2024-01-19 18:36:01
244523,1u6h15*u-[)7 $,2024-01-19 18:37:31,2024-01-19 18:37:31
244524,1bm?1YWV5<h`@kUzUn(4TE#,2024-01-19 18:37:41,2024-01-19 18:37:41
244525,"1FI[de,4h?>VXO?=N",2024-01-19 18:38:31,2024-01-19 18:38:31
244526,1bFHG<!8ca0pGwQ2,2024-01-19 18:40:02,2024-01-19 18:40:02
244527,"1~bDg3|3,%X6HkH0>p"",",2024-01-19 18:41:01,2024-01-19 18:41:01
244528,1ZHAAY-DbNi\',2024-01-19 18:41:31,2024-01-19 18:41:31
244529,1PA#+<BUB:d]5*9Y]{X8,2024-01-19 18:41:55,2024-01-19 18:41:55
244530,1h~K7iv;DF1l{ ,2024-01-19 18:43:32,2024-01-19 18:43:32
244531,"1iRe-RpJT|GdkC""3=hL",2024-01-19 18:44:03,2024-01-19 18:44:03
244532,1M6BiY}U. _?w/3i%oK,2024-01-19 18:44:33,2024-01-19 18:44:33
244533,1JEUt|6gQ\!{,2024-01-19 18:45:03,2024-01-19 18:45:03
244534,"1,$kTCm,b2Cbt_bvI9",2024-01-19 18:45:32,2024-01-19 18:45:32
244535,"1,bT=w-4,R ]jo^e2X",2024-01-19 18:46:02,2024-01-19 18:46:02
244536,1vj=]*.cbm~k?Hj$^^,2024-01-19 18:47:10,2024-01-19 18:47:10
244537,1MJ&S|X0L>B6 a{8@,2024-01-19 18:48:10,2024-01-19 18:48:10
244538,1:35&sE)=H^- q!N,2024-01-19 18:48:40,2024-01-19 18:48:40
244539,1Gel!G-yJ[C0`?bw=!w,2024-01-19 18:49:39,2024-01-19 18:49:39
244540,"1m0#W1Kzt[c ""e9CTme=.mV",2024-01-19 18:49:42,2024-01-19 18:49:42
244541,1o7 R~qvEb$n#z1iz,2024-01-19 18:50:10,2024-01-19 18:50:10
244542,1YWT+o0Qs;*X bD@;,2024-01-19 18:52:09,2024-01-19 18:52:09
244543,1hfr@/x|R7T5ai O7],2024-01-19 19:00:07,2024-01-19 19:00:07
244544,1wCMYWS%dS{3{$o`e,2024-01-19 19:01:26,2024-01-19 19:01:26
244545,153h?<4oIFY#fA@vP,2024-01-19 19:03:08,2024-01-19 19:03:08
244546,"1k""""Z;bAsp-lA+E=)UV/Hl",2024-01-19 19:04:07,2024-01-19 19:04:07
244547,1\>dLjd^76l3,2024-01-19 19:04:38,2024-01-19 19:04:38
244548,"1GriEFx,g8aOZ",2024-01-19 19:05:07,2024-01-19 19:05:07
244549,1GK0|xyy&@5qb64hz,2024-01-19 19:06:08,2024-01-19 19:06:08
244550,"16,NS3;4zY9_ZC",2024-01-19 19:07:08,2024-01-19 19:07:08
244551,"1D3~guOH>""~!t;<QDo",2024-01-19 19:07:38,2024-01-19 19:07:38
244552,192* ;B<=lRbE)f,2024-01-19 19:09:08,2024-01-19 19:09:08
244553,"1qB!*RC,O)V77? 90%}Ew410P",2024-01-19 19:10:39,2024-01-19 19:10:39
244554,"1b5a,qCm=.]J",2024-01-19 19:11:09,2024-01-19 19:11:09
244555,1YKNe=FzLHKPf8Mwy}n,2024-01-19 19:11:39,2024-01-19 19:11:39
244556,"1C`Z |(+EW9uy2y;""e'",2024-01-19 19:12:39,2024-01-19 19:12:39
244557,"1""TQP6K:Jnedu4yB)F>K%",2024-01-19 19:13:10,2024-01-19 19:13:10
244558,"1Not~L"")DDqi",2024-01-19 19:15:10,2024-01-19 19:15:10
244559,1:2V9@Bt1L35{RU,2024-01-19 19:15:39,2024-01-19 19:15:39
244560,"1^""!TJ~]OC+?2N(7.%",2024-01-19 19:17:10,2024-01-19 19:17:10
244561,"1$!!z6p=hGd"" WPIl",2024-01-19 19:19:11,2024-01-19 19:19:11
244562,1~j)Sg5l+Dl7SCslfY,2024-01-19 19:20:41,2024-01-19 19:20:41
244563,14~SvaqK`7dv,2024-01-19 19:21:11,2024-01-19 19:21:11
244564,12y89Gg;V%B<M,2024-01-19 19:22:11,2024-01-19 19:22:11
244565,1wX]z]V`X-n,2024-01-19 19:22:41,2024-01-19 19:22:41
244566,17}lpn.b~mi-E#,2024-01-19 19:23:11,2024-01-19 19:23:11
244567,"1azW$r[AUw5r,Mz-",2024-01-19 19:24:12,2024-01-19 19:24:12
244568,1j#.MGzqM1 Ex.hlL,2024-01-19 19:24:42,2024-01-19 19:24:42
244569,11FkNg}j7#v`9|7_,2024-01-19 19:25:12,2024-01-19 19:25:12
244570,1m/IAN!{5b@o_#$67F/,2024-01-19 19:26:11,2024-01-19 19:26:11
244571,1<R=YWTo;!yio:KS)3!_9,2024-01-19 19:26:35,2024-01-19 19:26:35
244572,1k=y{ausp{zJ#pjYY|,2024-01-19 19:27:12,2024-01-19 19:27:12
244573,"1`.,h)zuA7lnx-ph55gAp",2024-01-19 19:28:52,2024-01-19 19:28:52
244574,1#g jtv<ELgWj@R=962dr,2024-01-19 19:29:22,2024-01-19 19:29:22
244575,1vnJP@:w6:xHG?Kni,2024-01-19 19:30:51,2024-01-19 19:30:51
244576,1)A:\W/7?ugaE{9,2024-01-19 19:33:22,2024-01-19 19:33:22
244577,1<u_U63bxR-Y+:K}H(~vk,2024-01-19 19:33:52,2024-01-19 19:33:52
244578,17K=;YWSOP._oV>&*,2024-01-19 19:34:27,2024-01-19 19:34:27
244579,"1j,u<LJtno {O25,",2024-01-19 19:35:22,2024-01-19 19:35:22
244580,1vBk-1pn}3 C,2024-01-19 19:36:22,2024-01-19 19:36:22
244581,1#gEUFW1~wovSE5,2024-01-19 19:36:52,2024-01-19 19:36:52
244582,1bV!svTg..pQo:,2024-01-19 19:37:23,2024-01-19 19:37:23
244583,1b8x?Zrik;o/t]z~,2024-01-19 19:37:52,2024-01-19 19:37:52
244584,18sA*_=/>?9Z+<o,2024-01-19 19:38:52,2024-01-19 19:38:52
244585,1>.*c)2@R7\-G:?7,2024-01-19 19:39:52,2024-01-19 19:39:52
244586,1@{BQJd?![89|<,2024-01-19 19:40:22,2024-01-19 19:40:22
244587,1<cYWUN*f=0D+R/b0;Rs[O,2024-01-19 19:40:46,2024-01-19 19:40:46
244588,1k>@t|QDv|Ib,2024-01-19 19:40:53,2024-01-19 19:40:53
244589,"1&|q:0uP_G4,&yY 64D",2024-01-19 19:41:24,2024-01-19 19:41:24
244590,"1IWX`mal&,7)Qc9?)",2024-01-19 19:42:23,2024-01-19 19:42:23
244591,1PN2cy|$#O10>_9Qo,2024-01-19 19:42:53,2024-01-19 19:42:53
244592,1J-F/S^Ox_rKM0,2024-01-19 19:43:23,2024-01-19 19:43:23
244593,1#f5h=%qnwbz@eYS9D,2024-01-19 19:44:23,2024-01-19 19:44:23
244594,"1w_aL5,6DMQ#Tx&",2024-01-19 19:44:53,2024-01-19 19:44:53
244595,1OU#ASWX*<UFf{v,2024-01-19 19:46:03,2024-01-19 19:46:03
244596,"1,J`Kz~GKJ*k",2024-01-19 19:47:24,2024-01-19 19:47:24
244597,1]\E[wc3Va$+tY<HY$a6A,2024-01-19 19:48:23,2024-01-19 19:48:23
244598,1cJg6Gv,2024-01-19 19:50:24,2024-01-19 19:50:24
244599,"1_4l,e*lhgW@cCw\5",2024-01-19 19:50:54,2024-01-19 19:50:54
244600,1c)j!&EZ};3,2024-01-19 19:51:24,2024-01-19 19:51:24
244601,1x[#G]ljQD5+&Q)d,2024-01-19 19:51:52,2024-01-19 19:51:52
244602,"1_^Kb!.OVl&Tn""fyl!B",2024-01-19 19:52:54,2024-01-19 19:52:54
244603,"1^w!x_;QG7UjbZU~""-9",2024-01-19 19:53:24,2024-01-19 19:53:24
244604,1:B0!..:l<~;1#f$~lI,2024-01-19 19:53:55,2024-01-19 19:53:55
244605,1OU`UJP]jRWy8*U3xh,2024-01-19 19:54:02,2024-01-19 19:54:02
244606,"1-#%""c16KKGkBVi?P",2024-01-19 19:54:24,2024-01-19 19:54:24
244607,"1""Z#,s9sRr3,:X~n`xD",2024-01-19 19:55:56,2024-01-19 19:55:56
244608,1=e@$8C YSnW,2024-01-19 19:56:25,2024-01-19 19:56:25
244609,1@L)o$JL`If/|q`0*,2024-01-19 19:56:55,2024-01-19 19:56:55
244610,"18\#L6V,]wlQk",2024-01-19 19:57:17,2024-01-19 19:57:17
244611,1B57%#1o mnYr-$y,2024-01-19 19:57:24,2024-01-19 19:57:24
244612,1+]-{(j}JM`<.|46\X!I#{,2024-01-19 20:01:00,2024-01-19 20:01:00
244613,"1^\P*)""7ZqBY!,a",2024-01-19 20:02:29,2024-01-19 20:02:29
244614,1Y}*clJYVONnl*,2024-01-19 20:03:30,2024-01-19 20:03:30
244615,"1QR!,/?WUO%1&:QK4\A",2024-01-19 20:05:30,2024-01-19 20:05:30
244616,"1&A-1n""ArdqYHHg3sNR",2024-01-19 20:06:00,2024-01-19 20:06:00
244617,"1j!.`=28d_>,|VzJV",2024-01-19 20:07:30,2024-01-19 20:07:30
244618,"1fT`*f[.pi$~ZS@~P*,ltl",2024-01-19 20:08:01,2024-01-19 20:08:01
244619,1JZZ/K+ZpS~83c,2024-01-19 20:08:30,2024-01-19 20:08:30
244620,1zaG0}FIwg}OB*,2024-01-19 20:10:00,2024-01-19 20:10:00
244621,"1>()#1 Q""2@=K@m",2024-01-19 20:10:30,2024-01-19 20:10:30
244622,1Ev1Mw{kR)Ia_`9I,2024-01-19 20:11:00,2024-01-19 20:11:00
244623,1Jd@5MYWSot9pn<z,2024-01-19 20:11:08,2024-01-19 20:11:08
244624,1].P2~:fMP9{ah(',2024-01-19 20:11:30,2024-01-19 20:11:30
244625,1OQI2KLugKI\y0kze4,2024-01-19 20:12:00,2024-01-19 20:12:00
244626,1xE3jda0YPWaPf|,2024-01-19 20:13:01,2024-01-19 20:13:01
244627,182#ZC&(w9r)`,2024-01-19 20:13:23,2024-01-19 20:13:23
244628,1y38cu)~iNYj(:o,2024-01-19 20:13:31,2024-01-19 20:13:31
244629,1&l$4UO!yuc_Of@,2024-01-19 20:14:01,2024-01-19 20:14:01
244630,1G6?4rc$u>#Bme# He^\j,2024-01-19 20:14:31,2024-01-19 20:14:31
244631,"1V~RB5""I=@oD%;]/:f'",2024-01-19 20:15:31,2024-01-19 20:15:31
244632,1(6F]mwX|M/q|SGA|qn,2024-01-19 20:16:31,2024-01-19 20:16:31
244633,13*=7H !;5[g6y2],2024-01-19 20:17:31,2024-01-19 20:17:31
244634,"170N9_{O,ezuSKcmRG\a<",2024-01-19 20:20:01,2024-01-19 20:20:01
244635,1#u;5PEZuKBIa)r%,2024-01-19 20:21:32,2024-01-19 20:21:32
244636,1x8;DDdA`pEd|,2024-01-19 20:22:01,2024-01-19 20:22:01
244637,1oa8LF6&qGMt7$m~M,2024-01-19 20:22:31,2024-01-19 20:22:31
244638,"1K,%<-nD7v:thD!tX",2024-01-19 20:23:02,2024-01-19 20:23:02
244639,1IhR#o=FCn\+}mh\c3&,2024-01-19 20:23:31,2024-01-19 20:23:31
244640,"1,WNZ>k`aZ;U!ue hR0`>",2024-01-19 20:25:02,2024-01-19 20:25:02
244641,"1Y?VK6&4YA,tj^a`f",2024-01-19 20:26:02,2024-01-19 20:26:02
244642,1_?|zPO|N$5fC<p@,2024-01-19 20:26:32,2024-01-19 20:26:32
244643,1xPa@@llO1bcK{JC,2024-01-19 20:27:02,2024-01-19 20:27:02
244644,1GA+p0u;+ )`1*?E`,2024-01-19 20:28:02,2024-01-19 20:28:02
244645,1-qB1Xe*u#ZUwwu,2024-01-19 20:29:40,2024-01-19 20:29:40
244646,"1}+C^V_;,:@L&a^#",2024-01-19 20:30:37,2024-01-19 20:30:37
244647,1JG;+Dt6:mB,2024-01-19 20:31:37,2024-01-19 20:31:37
244648,"1V[+hDkOuAtIA,[<pry",2024-01-19 20:32:07,2024-01-19 20:32:07
244649,1d_oE^HB0<-x<sA=lNX3Hs,2024-01-19 20:33:07,2024-01-19 20:33:07
244650,1X:Gwm9~${IsP>!Z$S,2024-01-19 20:35:07,2024-01-19 20:35:07
244651,19g@HV:FudXRPWn@2m,2024-01-19 20:36:07,2024-01-19 20:36:07
244652,11+iy%1Ist>9RQ}2,2024-01-19 20:36:38,2024-01-19 20:36:38
244653,1#7Igo;%>Why >,2024-01-19 20:37:38,2024-01-19 20:37:38
244654,1B3Ju/g h1dGHX,2024-01-19 20:38:37,2024-01-19 20:38:37
244655,1aKD4vCGe/Crf,2024-01-19 20:39:38,2024-01-19 20:39:38
244656,1Hz=L?x??*Fb0@#)66N~,2024-01-19 20:40:08,2024-01-19 20:40:08
244657,1mM5-D|{Ia,2024-01-19 20:41:39,2024-01-19 20:41:39
244658,1.R Ot-pZ.{r:_c,2024-01-19 20:43:38,2024-01-19 20:43:38
244659,"1!8Pk\Oz2wAG(Uk9z""!X",2024-01-19 20:44:08,2024-01-19 20:44:08
244660,1xPR7sex4Oz2&m,2024-01-19 20:45:08,2024-01-19 20:45:08
244661,1R5/v+XQ/D7qH dn,2024-01-19 20:46:38,2024-01-19 20:46:38
244662,"1R""SohW/,(D@lOd9>{U",2024-01-19 20:48:09,2024-01-19 20:48:09
244663,"1XTmzII!z,hk",2024-01-19 20:49:09,2024-01-19 20:49:09
244664,1CVVB(Vy3[T#}t@5P[,2024-01-19 20:51:09,2024-01-19 20:51:09
244665,"1<aEX+kC)m#<I|h,=`",2024-01-19 20:53:10,2024-01-19 20:53:10
244666,1_:sq3Y4@ %Y6GIk?rju,2024-01-19 20:54:09,2024-01-19 20:54:09
244667,1w?5\7ZC62-F5F=s$-5,2024-01-19 20:55:09,2024-01-19 20:55:09
244668,1HpqU[``#LMNvP$Aw-~,2024-01-19 20:56:40,2024-01-19 20:56:40
244669,1]U!DAYWUx!3>CDj9|*b8A4%,2024-01-19 20:57:22,2024-01-19 20:57:22
244670,"1Ie\K/a1s`""}|r""m7|S",2024-01-19 20:57:39,2024-01-19 20:57:39
244671,1}0-?\9W*Oe`E5t,2024-01-19 20:58:09,2024-01-19 20:58:09
244672,1&)VUYWS0JJW}IMFJ,2024-01-19 20:58:21,2024-01-19 20:58:21
244673,1:a]InNVp9KjW!F,2024-01-19 20:59:15,2024-01-19 20:59:15
244674,1dob#)lJ|qn7*G_&]i,2024-01-19 20:59:31,2024-01-19 20:59:31
244675,1r^47uUmZHKp*k,2024-01-19 20:59:45,2024-01-19 20:59:45
244676,15|_JuP1Na&YM@L,2024-01-19 21:00:45,2024-01-19 21:00:45
244677,1S`~F!km)G?g)2.Dl,2024-01-19 21:02:15,2024-01-19 21:02:15
244678,1(I( bTTVz6LNJlWo>UI,2024-01-19 21:04:16,2024-01-19 21:04:16
244679,"1{""AMb6g1KU[""S4~",2024-01-19 21:04:46,2024-01-19 21:04:46
244680,"1\j,c?p<Q2<Cq@S",2024-01-19 21:05:16,2024-01-19 21:05:16
244681,1)Qd*fzka=uNA-,2024-01-19 21:06:45,2024-01-19 21:06:45
244682,1r1eGbYnMp^]?@HIf)8`h,2024-01-19 21:07:45,2024-01-19 21:07:45
244683,1e3*:e!zkh/kUwa_zt`,2024-01-19 21:08:16,2024-01-19 21:08:16
244684,1ZdftuD^Y! V:;(!%pp[,2024-01-19 21:08:47,2024-01-19 21:08:47
244685,1[)0hJGnFT%+MD(|H:!}++},2024-01-19 21:10:46,2024-01-19 21:10:46
244686,"1""i~ i5qmh:o;hVxP3v48Y.(@",2024-01-19 21:11:45,2024-01-19 21:11:45
244687,"1 jM7,D)71S73&t}",2024-01-19 21:12:46,2024-01-19 21:12:46
244688,1 Xt|j6<lD0xqzW|J]`,2024-01-19 21:13:17,2024-01-19 21:13:17
244689,1_ekQpK!{m8$u$w|QN,2024-01-19 21:14:16,2024-01-19 21:14:16
244690,1&K*5lj@5;b~y`u`57.F6,2024-01-19 21:15:16,2024-01-19 21:15:16
244691,1`!hCmUYJ_cDp23.|^R7R7`Wn%R#,2024-01-19 21:16:16,2024-01-19 21:16:16
244692,"1I5(@Go*""Zb`LS1JyXvDVa;Qleo",2024-01-19 21:18:17,2024-01-19 21:18:17
244693,1*v&oRS+SKJBS/*rO,2024-01-19 21:18:46,2024-01-19 21:18:46
244694,1PWaYW[aDgV(.7(n60re,2024-01-19 21:18:47,2024-01-19 21:18:47
244695,1%#WJpd&YLsFfK=HL0,2024-01-19 21:19:17,2024-01-19 21:19:17
244696,1D__0qkgrl#VOLA$kA,2024-01-19 21:20:16,2024-01-19 21:20:16
244697,125qugWwI}EXZdG@+I7S9-,2024-01-19 21:20:46,2024-01-19 21:20:46
244698,1-UZi(qTn+$E~OcwG&3#2,2024-01-19 21:21:17,2024-01-19 21:21:17
244699,"1d""@r`.NOg)8cN^0z1",2024-01-19 21:21:47,2024-01-19 21:21:47
244700,1(ArwTQ3P|Z)T:Q_Z,2024-01-19 21:22:17,2024-01-19 21:22:17
244701,1WJOsJhk7kxZk02@83A,2024-01-19 21:22:47,2024-01-19 21:22:47
244702,1{Ot52NF>i|@ M,2024-01-19 21:23:48,2024-01-19 21:23:48
244703,1*=vtEy3+HYw!c4P~,2024-01-19 21:24:17,2024-01-19 21:24:17
244704,1/zjuX= Vbw z+v,2024-01-19 21:25:17,2024-01-19 21:25:17
244705,"1V:4,v`^j*yOlB+DfM~>:",2024-01-19 21:26:47,2024-01-19 21:26:47
244706,1|Y?wjxt|I~aAwwj}6:T,2024-01-19 21:27:18,2024-01-19 21:27:18
244707,1vWi&:(w9W!d_7n)gv},2024-01-19 21:27:47,2024-01-19 21:27:47
244708,1DA#4 >YI(hnA\>{&Qm9i,2024-01-19 21:29:09,2024-01-19 21:29:09
244709,"1>apxF@i-eT3!""CH5&[;",2024-01-19 21:29:23,2024-01-19 21:29:23
244710,"1f>y(/qjbhm;,#aN",2024-01-19 21:29:53,2024-01-19 21:29:53
244711,"1""2Wz_xIi5)-ClgS&LY",2024-01-19 21:30:52,2024-01-19 21:30:52
244712,1;u_:{)0kHdA7uJv,2024-01-19 21:31:22,2024-01-19 21:31:22
244713,1!|29j={xO_c+,2024-01-19 21:32:53,2024-01-19 21:32:53
244714,1E@n}tKv?QYdE(gV*{%?\f,2024-01-19 21:33:52,2024-01-19 21:33:52
244715,1b}aNib0txw6,2024-01-19 21:34:24,2024-01-19 21:34:24
244716,"1t~_A+<D,,9):h",2024-01-19 21:34:53,2024-01-19 21:34:53
244717,1[CIw?*(2zuK7!*,2024-01-19 21:35:53,2024-01-19 21:35:53
244718,1tkA7S^]O2z,2024-01-19 21:36:24,2024-01-19 21:36:24
244719,"1-AjMEz;U_""HJl]#@B:Z",2024-01-19 21:37:23,2024-01-19 21:37:23
244720,1vvTF/X-oR*] i_ I=m,2024-01-19 21:37:53,2024-01-19 21:37:53
244721,1ZPi5ufKJ]bj9o<whKDzL|,2024-01-19 21:38:23,2024-01-19 21:38:23
244722,1GGjs4-_&NT7g0,2024-01-19 21:38:53,2024-01-19 21:38:53
244723,"1LVo]UhDi(,Q!",2024-01-19 21:39:23,2024-01-19 21:39:23
244724,"1X)Sa!.,~f6H^Ls",2024-01-19 21:39:55,2024-01-19 21:39:55
244725,"1}yiM FvD84$""`{})KI",2024-01-19 21:40:23,2024-01-19 21:40:23
244726,1vL+UNz21]{-p:,2024-01-19 21:40:54,2024-01-19 21:40:54
244727,1.i)B{^lL`cS9O{q,2024-01-19 21:41:53,2024-01-19 21:41:53
244728,1U=?KBWu~qp]R,2024-01-19 21:42:24,2024-01-19 21:42:24
244729,1(ht&<B2p{pp/3<x[NM,2024-01-19 21:45:54,2024-01-19 21:45:54
244730,1i_SY6V0rNHlJz,2024-01-19 21:47:24,2024-01-19 21:47:24
244731,1szHVT_kG3A9W6o8p,2024-01-19 21:48:24,2024-01-19 21:48:24
244732,"1n~4FD(3@ZD0b},]ri7QJ",2024-01-19 21:48:55,2024-01-19 21:48:55
244733,"1QxU0#S,%3$tK}()",2024-01-19 21:49:05,2024-01-19 21:49:05
244734,"147y,F3JIj%.17f]}I t-0",2024-01-19 21:51:54,2024-01-19 21:51:54
244735,1-z.poui8rgl,2024-01-19 21:52:55,2024-01-19 21:52:55
244736,1LIlI#sbc|(1$hV\9,2024-01-19 21:53:13,2024-01-19 21:53:13
244737,1YG`#TLg)d=KcA|kw,2024-01-19 21:53:24,2024-01-19 21:53:24
244738,"1ACNL?hlw""UPdtmD[u|]Jq",2024-01-19 21:54:25,2024-01-19 21:54:25
244739,1=>p )1D$Ope[iOssU3{,2024-01-19 21:54:56,2024-01-19 21:54:56
244740,1G[O3I)bc_R,2024-01-19 21:56:54,2024-01-19 21:56:54
244741,"1Bj""/7h1=Vdw,tG?d",2024-01-19 21:57:25,2024-01-19 21:57:25
244742,"1ORv#ul+""^J@?h]=</>",2024-01-19 21:59:31,2024-01-19 21:59:31
244743,1gt%5F%d%rO!{r0z:g+v;,2024-01-19 22:02:01,2024-01-19 22:02:01
244744,"13fo39R4:1:8bkON,",2024-01-19 22:02:30,2024-01-19 22:02:30
244745,1VA9{3\#4!rAph<,2024-01-19 22:03:31,2024-01-19 22:03:31
244746,"1>:I""3MViuM0e|On:]",2024-01-19 22:04:31,2024-01-19 22:04:31
244747,1]mlYf1SOHM|oQ6sR,2024-01-19 22:05:02,2024-01-19 22:05:02
244748,1LP{5@^OcqsW,2024-01-19 22:06:03,2024-01-19 22:06:03
244749,137SUt;wf@DsqPIhg4,2024-01-19 22:06:32,2024-01-19 22:06:32
244750,"1@S1@""k.mr>g3z1`D""8z_",2024-01-19 22:07:30,2024-01-19 22:07:30
244751,1kL$&0)Y@ARwe7[q,2024-01-19 22:09:01,2024-01-19 22:09:01
244752,1kx*u:}(W#&mka*+,2024-01-19 22:09:31,2024-01-19 22:09:31
244753,1b t}VSUiD%:G,2024-01-19 22:10:01,2024-01-19 22:10:01
244754,1m!|J xys9`s)>)lp,2024-01-19 22:13:01,2024-01-19 22:13:01
244755,"1o!""%frtq%;G;\2A",2024-01-19 22:13:32,2024-01-19 22:13:32
244756,1w5@/cc98al0i?,2024-01-19 22:14:01,2024-01-19 22:14:01
244757,"1 "" ?sjw|{<u",2024-01-19 22:15:01,2024-01-19 22:15:01
244758,"17L,h""/r9R>%]",2024-01-19 22:15:32,2024-01-19 22:15:32
244759,1L|AG(To[gUb[8t%k,2024-01-19 22:17:02,2024-01-19 22:17:02
244760,1Tyzk;sh*#a-,2024-01-19 22:18:02,2024-01-19 22:18:02
244761,1xJ[-9#q2-)`BUiJn(,2024-01-19 22:18:36,2024-01-19 22:18:36
244762,1Qac=H/G6:#:8?y<Z,2024-01-19 22:19:04,2024-01-19 22:19:04
244763,"1)Q@F""[{g>OBkRL[%=",2024-01-19 22:19:31,2024-01-19 22:19:31
244764,"1g""dT^}ZUl&@0Udad",2024-01-19 22:20:02,2024-01-19 22:20:02
244765,1);$xt*{s^g1C139$l,2024-01-19 22:20:32,2024-01-19 22:20:32
244766,1m8!g%NRljg~)h,2024-01-19 22:21:02,2024-01-19 22:21:02
244767,"11s2Rg/""e~O>;]",2024-01-19 22:21:32,2024-01-19 22:21:32
244768,1&UB2gsqUZU-+&6h#aZJ,2024-01-19 22:22:32,2024-01-19 22:22:32
244769,1ee*B0+&__#k,2024-01-19 22:23:32,2024-01-19 22:23:32
244770,"1/456mMc,""(",2024-01-19 22:24:33,2024-01-19 22:24:33
244771,1\#K;(M9WC[\X{$kz[,2024-01-19 22:25:03,2024-01-19 22:25:03
244772,"19`2 ~&U+GS&q\af~h1""Ft",2024-01-19 22:27:03,2024-01-19 22:27:03
244773,1IeAv^jbX_VLG+[F,2024-01-19 22:27:32,2024-01-19 22:27:32
244774,1))2fSB/G-11A=|+,2024-01-19 22:28:03,2024-01-19 22:28:03
244775,1R.n5#lVm4dqy@xq((,2024-01-19 22:28:33,2024-01-19 22:28:33
244776,1Ja`4AH$M95eSEC(Rs,2024-01-19 22:29:38,2024-01-19 22:29:38
244777,1y/i }Rd3AMUlcN;&hQ6,2024-01-19 22:30:39,2024-01-19 22:30:39
244778,1tt/.inu*OYXux:,2024-01-19 22:31:10,2024-01-19 22:31:10
244779,1+GT-5ZC>}<cuUk&-,2024-01-19 22:31:38,2024-01-19 22:31:38
244780,12J0t/tROU&9J!AkV,2024-01-19 22:34:39,2024-01-19 22:34:39
244781,1*e>Y2$HxCiSD8k>,2024-01-19 22:37:38,2024-01-19 22:37:38
244782,"1N7zQJEL-s&>""K",2024-01-19 22:38:09,2024-01-19 22:38:09
244783,1avN4K_h!daF@0b,2024-01-19 22:39:39,2024-01-19 22:39:39
244784,1;>mxJi6fp@dH,2024-01-19 22:40:09,2024-01-19 22:40:09
244785,1}#g`rc4k=*E0+,2024-01-19 22:40:39,2024-01-19 22:40:39
244786,1sU[4TlAVaFwSl>W,2024-01-19 22:41:08,2024-01-19 22:41:08
244787,"1GUg,8j2g+3ycv#\2eT",2024-01-19 22:42:39,2024-01-19 22:42:39
244788,"1?""h{sUlDP~EcK}C)3",2024-01-19 22:43:09,2024-01-19 22:43:09
244789,1XA7JDb}|BHVl 7,2024-01-19 22:44:11,2024-01-19 22:44:11
244790,1HU*)q_Gi=|nX1fGay,2024-01-19 22:45:39,2024-01-19 22:45:39
244791,1)7pem:rh>Wl5Bl>N,2024-01-19 22:46:10,2024-01-19 22:46:10
244792,1cbDXE}RRjgUsX%8k),2024-01-19 22:46:39,2024-01-19 22:46:39
244793,17^BYWS$#TiBF0a,2024-01-19 22:46:42,2024-01-19 22:46:42
244794,"1cmEkmYaq8@,",2024-01-19 22:47:09,2024-01-19 22:47:09
244795,"1o4vR4#]jL4`E,:4Z[",2024-01-19 22:48:40,2024-01-19 22:48:40
244796,1Zm_G[_}O`Xe~^+^{R,2024-01-19 22:49:10,2024-01-19 22:49:10
244797,1V4B9@ +.P_rufB,2024-01-19 22:51:10,2024-01-19 22:51:10
244798,1Zsh?\k6(7!rXT}c,2024-01-19 22:51:40,2024-01-19 22:51:40
244799,13FiyL0_]H b7!9*>J,2024-01-19 22:52:10,2024-01-19 22:52:10
244800,"1""?F4jr$jx&0I,}Wln",2024-01-19 22:52:39,2024-01-19 22:52:39
244801,1~2NYWSX)IM4t=,2024-01-19 22:53:37,2024-01-19 22:53:37
244802,1y=W$$ kz3$L\?,2024-01-19 22:54:10,2024-01-19 22:54:10
